INPUT:id	INPUT:sense	INPUT:phrase	INPUT:sentence	OUTPUT:answer	GOLDEN:answer	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
													
549	"""a person who works at a specific occupation"",""a member of the working class (not necessarily employed)"",""sterile member of a colony of social insects that forages for food and cares for the larvae"",""a person who acts and gets things done"""	workers	Fears about the impact of immigrants are based on the notion that they are liable to replace native workers, in particular unskilled ones, exerting downward pressure on wages.	"""a person who acts and gets things done"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099e93e94fd20f6229262	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
632	"""readiness to embark on bold new ventures"",""the first of a series of actions"",""serving to set in motion"""	initiatives	Case Studies Each national report contains a portfolio of between 25 and 30 initiatives which best present policies and practices to improve the recruitment, training and development of ageing workers in both the work place and the community.	"""the first of a series of actions"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099e93e94fd20f62292b5	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
391	"""the rising of a body of water and its overflowing onto normally dry land"",""an overwhelming number or amount"",""light that is a source of artificial illumination having a broad beam; used in photography"",""a large flow"",""the act of flooding; filling to overflowing"",""the occurrence of incoming water (between a low tide and the following high tide);  -Shakespeare"",""fill quickly beyond capacity; as with a liquid"",""cover with liquid\, usually water"",""supply with an excess of"",""become filled to overflowing"""	flood	The European Union gave the talks a boost as well on Friday by pledging to provide$ 3.6 billion a year over the next three years to help poorer countries adapt to the impact of climate change-- from coping with flood and drought to avoiding deforestation.	"""the rising of a body of water and its overflowing onto normally dry land"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099c03e94fd20f6228ef1	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
168	"""a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter"",""the trait of appreciating (and being able to express) the humorous"",""a characteristic (habitual or relatively temporary) state of feeling"",""the quality of being funny"",""(Middle Ages) one of the four fluids in the body whose balance was believed to determine your emotional and physical state"",""the liquid parts of the body"",""put into a good mood"""	humor	Maybe it would be better to humor the guy and then make an exit.	"""the trait of appreciating (and being able to express) the humorous"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099c03e94fd20f6228e16	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
37	"""lacking a visible order or organization"",""completely unordered and unpredictable and confusing"",""of or relating to a sensitive dependence on initial conditions"""	chaotic	Medical scientists are starting to uncover a handful of genes which, if damaged, unleash the chaotic growth of cells that characterizes cancer.	"""of or relating to a sensitive dependence on initial conditions"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099c03e94fd20f6228d93	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
596	"""a subdivision of a particular kind of thing"",""a person of a specified kind (usually with many eccentricities)"",""(biology) the taxonomic group whose characteristics are used to define the next higher taxon"",""printed characters"",""all of the tokens of the same symbol"",""a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper"",""write by means of a keyboard with types"",""identify as belonging to a certain type"""	type	Below these tabs you will find an input field to type your functions or do your calculations.	"""a subdivision of a particular kind of thing"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099e93e94fd20f6229291	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
578	"""dryness resulting from the removal of water"",""depletion of bodily fluids"",""the process of extracting moisture"""	dehydration	When Alimta is given with cisplatin, an anti-emetic medicine( to prevent vomiting) and fluids( to prevent dehydration) should also be given before or after the cisplatin dose.	"""dryness resulting from the removal of water"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099e93e94fd20f622927f	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
174	"""money extracted as a penalty"",""issue a ticket or a fine to as a penalty"",""being satisfactory or in satisfactory condition"",""minutely precise especially in differences in meaning"",""thin in thickness or diameter"",""characterized by elegance or refinement or accomplishment"",""of textures that are smooth to the touch or substances consisting of relatively small particles"",""free from impurities; having a high or specified degree of purity"",""an expression of agreement normally occurring at the beginning of a sentence"",""in a delicate manner"""	Fine	`` Fine.	"""being satisfactory or in satisfactory condition"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099c03e94fd20f6228e1c	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
583	"""a person who requires medical care"",""the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause"",""enduring trying circumstances with even temper or characterized by such endurance"""	patients	For the treatment of non-small cell lung cancer, the effects of Alimta were compared with those of docetaxel( another anticancer medicine) in one study involving 571 patients with locally advanced or metastatic disease who had received chemotherapy in the past.	"""a person who requires medical care"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099e93e94fd20f6229284	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
212	"""a Swiss patriot who lived in the early 14th century and who was renowned for his skill as an archer; according to legend an Austrian governor compelled him to shoot an apple from his son's head with his crossbow (which he did successfully without mishap)"",""express in words"",""let something be known"",""narrate or give a detailed account of"",""give instructions to or direct somebody to do something with authority"",""discern or comprehend"",""inform positively and with certainty and confidence"",""give evidence"",""mark as different"""	told	You should have told me about her before``.	"""express in words"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4e7416d373373c1a38	000204371b--62a099c03e94fd20f6228e42	000204371b--62a09e4e7416d373373c1a38	9f9491000515dce0c3b1a318404b5db4	APPROVED	2022-06-08T13:04:14.959
													
242	"""a human being"",""a single organism"",""being or characteristic of a single thing or person"",""separate and distinct from others of the same kind"",""characteristic of or meant for a single person or thing"",""concerning one person exclusively"""	individual	The individual voter 's standing consequently will be enhanced through lower taxes.	"""being or characteristic of a single thing or person"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099c03e94fd20f6228e60	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
437	"""the act of investing; laying out money or capital in an enterprise with the expectation of profit"",""money that is invested with an expectation of profit"",""the commitment of something other than money (time\, energy\, or effort) to a project with the expectation of some worthwhile result"",""outer layer or covering of an organ or part or organism"",""the act of putting on robes or vestments"",""the ceremonial act of clothing someone in the insignia of an office; the formal promotion of a person to an office or rank"""	investment	The bank overstretched at the height of the financial crisis by taking over the investment bank Merrill Lynch.	"""outer layer or covering of an organ or part or organism"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099c03e94fd20f6228f1f	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
637	"""an enlisted man of the lowest rank in the Army or Marines"",""confined to particular persons or groups or providing privacy"",""concerning things deeply private and personal"",""concerning one person exclusively"",""not expressed"""	private	Thirdly, the project documents and assesses initiatives, in both the public and private sectors which combat age barriers, especially for older workers.	"""concerning one person exclusively"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099e93e94fd20f62292ba	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
629	"""a politically organized body of people under a single government"",""the territory occupied by a nation"",""the people who live in a nation or country"",""an area outside of cities and towns"",""a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)"""	countries	The study is based on 195 personal interviews with senior officials of the social partners as representatives of national level peak organisations in fifteen European countries.	"""the territory occupied by a nation"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099e93e94fd20f62292b2	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
377	"""move downward and lower\, but not necessarily all the way"",""come from; be connected by a relationship of blood\, for example"",""do something that one considers to be below one's dignity"",""come as if by falling"""	descending	Only when one is ascending-- or in our case descending a tad trop rapidement-- does one feel, well, airborne in a picnic basket.	"""do something that one considers to be below one's dignity"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099c03e94fd20f6228ee3	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
78	"""act of improving by expanding or enlarging or refining"",""a process in which something passes by degrees to a different stage (especially a more advanced or mature stage)"",""(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level"",""a recent event that has some relevance for the present situation"",""the act of making some area of land or water more profitable or productive or useful"",""a district that has been developed to serve some purpose"",""a state in which things are improving; the result of developing (as in the early part of a game of chess)"",""processing a photosensitive material in order to make an image visible"",""(music) the section of a composition or movement (especially in sonata form) where the major musical themes are developed and elaborated"""	development	`` It was the confirming evidence we all needed that gene losses were critical to the development of a common tumor,`` says Ray White at Howard Hughes Medical Institute in Salt Lake City.	"""a process in which something passes by degrees to a different stage (especially a more advanced or mature stage)"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099c03e94fd20f6228dbc	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
540	"""(often followed by `of') a large number or amount or extent"",""a parcel of land having fixed boundaries"",""an unofficial association of people or groups"",""your overall circumstances or condition in life (including everything that happens to you)"",""anything (straws or pebbles etc.) taken or chosen at random"",""any collection in its entirety"",""(Old Testament) nephew of Abraham; God destroyed Sodom and Gomorrah but chose to spare Lot and his family who were told to flee without looking back at the destruction"",""divide into lots\, as of land\, for example"",""administer or bestow\, as in small portions"""	lot	There is a lot of consensus between the Left and the Right on this subject.	"""any collection in its entirety"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099e93e94fd20f6229259	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
172	"""a sign of assent or salutation or command"",""the act of nodding the head"",""express or signify by nodding"",""lower and raise the head\, as to indicate assent or agreement or confirmation"",""let the head fall forward through drowsiness"",""sway gently back and forth\, as in a nodding motion"",""be almost asleep"""	nodded	The man closed his eyes and nodded.	"""the act of nodding the head"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099c03e94fd20f6228e1a	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
498	"""the quality or attribute of being firm and steadfast"",""a stable order (especially of society)"",""the quality of being enduring and free from change or variation"""	stability	The second is the increasing stability of attitudes towards democracy and its core institutions.	"""a stable order (especially of society)"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099c03e94fd20f6228f5c	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
642	"""a native or inhabitant of Europe"",""of or relating to or characteristic of Europe or the people of Europe"""	European	This document is a summary of the European Public Assessment Report.	"""a native or inhabitant of Europe"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e4f8dafff2e6e0d0271	000204371b--62a099e93e94fd20f62292bf	000204371b--62a09e4f8dafff2e6e0d0271	f973776701a9484ceba25c6780219efd	APPROVED	2022-06-08T13:04:15.879
													
64	"""the occurrence of a change for the worse"",""loss of military equipment"",""the act of damaging something or someone"",""the amount of money needed to purchase something"",""any harm or injury resulting from a violation of a legal right"",""inflict damage upon"",""suffer or be susceptible to damage"""	damaged	The tumor, he suggested, developed when the second, normal copy also was damaged.	"""the occurrence of a change for the worse"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099c03e94fd20f6228dae	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
490	"""the natural satellite of the Earth"",""any object resembling a moon"",""the period between successive new moons (29.531 days)"",""the light of the Moon"",""United States religious leader (born in Korea) who founded the Unification Church in 1954; was found guilty of conspiracy to evade taxes (born in 1920)"",""any natural satellite of a planet"",""have dreamlike musings or fantasies while awake"",""be idle in a listless or dreamy way"",""expose one's buttocks to"""	moon	The microbe does grow better on phosphorus, but showing that it can live with arsenic instead raises the possibility that a life form using arsenic could occur naturally, either elsewhere on Earth or on another planet or moon where arsenic is more common.	"""the light of the Moon"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099c03e94fd20f6228f54	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
195	"""dismiss from the mind; stop remembering"",""be unable to remember"",""forget to do something"",""leave behind unintentionally"""	forgotten	He had already quite forgotten about him.	"""dismiss from the mind; stop remembering"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099c03e94fd20f6228e31	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
400	"""a person authorized to conduct religious worship"",""a person appointed to a high office in the government"",""a diplomat representing one government to another; ranks below ambassador"",""the job of a head of a government department"",""attend to the wants and needs of others"",""work as a minister"""	minister	High-level officials such as Indian environment minister Jairam Ramesh and the Chinese vice minister stepped off planes and raced through the Bella Center 's halls to closed-door meetings and news conferences so they could stake out claims that will be arbitrated over the next week.	"""a person appointed to a high office in the government"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099c03e94fd20f6228efa	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
282	"""suitable to or characteristic of drama"",""sensational in appearance or thrilling in effect"",""pertaining to or characteristic of drama"",""used of a singer or singing voice that is marked by power and expressiveness and a histrionic or theatrical style"""	dramatic	It flopped all around, real dramatic!	"""sensational in appearance or thrilling in effect"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099c03e94fd20f6228e88	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
524	"""a demanding or stimulating situation"",""a call to engage in a contest or fight"",""questioning a statement and demanding an explanation"",""a formal objection to the selection of a particular person as a juror"",""a demand by a sentry for a password or identification"",""take exception to"",""issue a challenge to"",""ask for identification"",""raise a formal objection in a court of law"""	challenges	Kagan served as solicitor general in the Obama administration when the first legal challenges to the law were brought at the trial court level.	"""a demanding or stimulating situation"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099e93e94fd20f6229249	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
37	"""lacking a visible order or organization"",""completely unordered and unpredictable and confusing"",""of or relating to a sensitive dependence on initial conditions"""	chaotic	Medical scientists are starting to uncover a handful of genes which, if damaged, unleash the chaotic growth of cells that characterizes cancer.	"""lacking a visible order or organization"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099c03e94fd20f6228d93	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
632	"""readiness to embark on bold new ventures"",""the first of a series of actions"",""serving to set in motion"""	initiatives	Case Studies Each national report contains a portfolio of between 25 and 30 initiatives which best present policies and practices to improve the recruitment, training and development of ageing workers in both the work place and the community.	"""the first of a series of actions"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099e93e94fd20f62292b5	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
549	"""a person who works at a specific occupation"",""a member of the working class (not necessarily employed)"",""sterile member of a colony of social insects that forages for food and cares for the larvae"",""a person who acts and gets things done"""	workers	Fears about the impact of immigrants are based on the notion that they are liable to replace native workers, in particular unskilled ones, exerting downward pressure on wages.	"""a person who works at a specific occupation"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099e93e94fd20f6229262	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
137	"""in an aggressive manner"",""in a well delineated manner"",""changing suddenly in direction and degree"",""very suddenly and to a great degree"""	sharply	There is neither mystery nor paradox in the fact that as educational expenditures( in real terms) have increased sharply in the past quarter-of-a-century-- we now spend more per pupil than any other country in the world-- educational performance has declined.	"""in an aggressive manner"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e507e001d7df6bf997c	000204371b--62a099c03e94fd20f6228df7	000204371b--62a09e507e001d7df6bf997c	8efee29b489022434eda6c1b75e31710	APPROVED	2022-06-08T13:04:16.765
													
168	"""a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter"",""the trait of appreciating (and being able to express) the humorous"",""a characteristic (habitual or relatively temporary) state of feeling"",""the quality of being funny"",""(Middle Ages) one of the four fluids in the body whose balance was believed to determine your emotional and physical state"",""the liquid parts of the body"",""put into a good mood"""	humor	Maybe it would be better to humor the guy and then make an exit.	"""a message whose ingenuity or verbal skill or incongruity has the power to evoke laughter"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e508498cc729bfe2d0e	000204371b--62a099c03e94fd20f6228e16	000204371b--62a09e508498cc729bfe2d0e	a452e450f913cfe653eea58d50393718	APPROVED	2022-06-08T13:04:16.237
583	"""a person who requires medical care"",""the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause"",""enduring trying circumstances with even temper or characterized by such endurance"""	patients	For the treatment of non-small cell lung cancer, the effects of Alimta were compared with those of docetaxel( another anticancer medicine) in one study involving 571 patients with locally advanced or metastatic disease who had received chemotherapy in the past.	"""the semantic role of an entity that is not the agent but is directly involved in or affected by the happening denoted by the verb in the clause"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e508498cc729bfe2d0e	000204371b--62a099e93e94fd20f6229284	000204371b--62a09e508498cc729bfe2d0e	a452e450f913cfe653eea58d50393718	APPROVED	2022-06-08T13:04:16.237
625	"""a small elite group"",""a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number"""	few	There were relatively few cases reported of attempts to involve users in service planning but their involvement in service provision was found to be more common.	"""a quantifier that can be used with count nouns and is often preceded by `a'; a small but indefinite number"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e508498cc729bfe2d0e	000204371b--62a099e93e94fd20f62292ae	000204371b--62a09e508498cc729bfe2d0e	a452e450f913cfe653eea58d50393718	APPROVED	2022-06-08T13:04:16.237
174	"""money extracted as a penalty"",""issue a ticket or a fine to as a penalty"",""being satisfactory or in satisfactory condition"",""minutely precise especially in differences in meaning"",""thin in thickness or diameter"",""characterized by elegance or refinement or accomplishment"",""of textures that are smooth to the touch or substances consisting of relatively small particles"",""free from impurities; having a high or specified degree of purity"",""an expression of agreement normally occurring at the beginning of a sentence"",""in a delicate manner"""	Fine	`` Fine.	"""money extracted as a penalty"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e508498cc729bfe2d0e	000204371b--62a099c03e94fd20f6228e1c	000204371b--62a09e508498cc729bfe2d0e	a452e450f913cfe653eea58d50393718	APPROVED	2022-06-08T13:04:16.237
320	"""reasoning from detailed facts to general principles"",""an idea or conclusion having general application"",""the process of formulating general concepts by abstracting common properties of instances"",""(psychology) transfer of a response learned to one stimulus to a similar stimulus"""	generalizations	The interactions between health and homelessness are complex, defying sweeping generalizations as to`` cause`` or`` effect.``	"""(psychology) transfer of a response learned to one stimulus to a similar stimulus"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e508498cc729bfe2d0e	000204371b--62a099c03e94fd20f6228eae	000204371b--62a09e508498cc729bfe2d0e	a452e450f913cfe653eea58d50393718	APPROVED	2022-06-08T13:04:16.237
245	"""a plan of action adopted by an individual or social group"",""a line of argument rationalizing the course of action of a government"",""written contract or certificate of insurance"""	policy	Third, the theory suggests why legislators who pay too much attention to national policy making relative to local benefit-seeking have lower security in office.	"""written contract or certificate of insurance"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e508498cc729bfe2d0e	000204371b--62a099c03e94fd20f6228e63	000204371b--62a09e508498cc729bfe2d0e	a452e450f913cfe653eea58d50393718	APPROVED	2022-06-08T13:04:16.237
597	"""an arithmetic operation in which the difference between two numbers is calculated"",""the act of subtracting (removing a part from the whole)"""	subtraction	+-*/: Addition, subtraction, multiplication and division.	"""an arithmetic operation in which the difference between two numbers is calculated"""				https://toloka.yandex.ru/task/33830683/000204371b--62a09e508498cc729bfe2d0e	000204371b--62a099e93e94fd20f6229292	000204371b--62a09e508498cc729bfe2d0e	a452e450f913cfe653eea58d50393718	APPROVED	2022-06-08T13:04:16.237
